neighborhood,neighborhood_latitude,neighborhood_longitude,venue_name,venue_id,venue_rating,venue_category,venue_address,venue_city,venue_latitude,venue_longitude
Adams-Normandie,34.07807700532026,-118.301202,Getty Information Desk,4eff59a36c25c5ce80d65028,,Museum,"Brentwood, CA 90003",United States,34.0779030804268,-118.30057960103262
Adams-Normandie,34.07807700532026,-118.301202,The Challenge Mic,5ab321eab54618395de60163,,Performing Arts Venue,4485 Beverly Blvd,"Los Angeles, CA 90004",34.076405,-118.306468
Adams-Normandie,34.07807700532026,-118.301202,Womanhouse (site of),4e9cae8ee5e8251a9eef0c53,,Art Gallery,533 N Mariposa Ave,"Los Angeles, CA 90004",34.080126703691725,-118.29972982406616
Adams-Normandie,34.07807700532026,-118.301202,Zero's Kingdom,4d69bfac4c463704d634a7b3,,Arcade,California,United States,34.081124,-118.298524
Adams-Normandie,34.07807700532026,-118.301202,The Distillery,4d37d2d37ebf721e339f6afb,,Music Venue,California,United States,34.081037,-118.298324
Adams-Normandie,34.07807700532026,-118.301202,grrl grotto,5393c3a1498e4754a4b004a8,,Circus,"Los Angeles, CA",United States,34.07568359375,-118.29682159423828
Adams-Normandie,34.07807700532026,-118.301202,Tripis Haus,4e30dcf145ddc241a42f5a43,,Arcade,California,United States,34.07383728027344,-118.29911041259766
Adams-Normandie,34.07807700532026,-118.301202,tambayan (:<,4e67251a1f6ecb18da2bd951,,Indie Movie Theater,"Los Angeles, CA",United States,34.07863053907868,-118.2936273821836
Adams-Normandie,34.07807700532026,-118.301202,NOKO Oasis,56ac5fee498e88c7164844a4,,Historic Site,"Los Angeles, CA",United States,34.07568739209372,-118.29913528483141
Adams-Normandie,34.07807700532026,-118.301202,Frewil Studios,5456e463498eefcc84be994f,,Music Venue,1495 Beverly Blvd,"Los Angeles, CA 90026",34.07373,-118.297759
Adams-Normandie,34.07807700532026,-118.301202,Acting Artists Theatre,53930547498e085ff3a5ea13,,Theater,7313 Santa Monica Blvd,"West Hollywood, CA 90046",34.07493567090682,-118.2968003761676
Adams-Normandie,34.07807700532026,-118.301202,Jubilee Donuts,4cb339ed39458cfa52dd18a0,,Donut Shop,4205 Beverly Blvd,"Los Angeles, CA 90004",34.07659301441192,-118.30064239711079
Adams-Normandie,34.07807700532026,-118.301202,7-Eleven,4efe81b0490182a1a6749449,,Convenience Store,4221 Beverly Blvd (at Normandie),"Los Angeles, CA 90004",34.0764965013787,-118.300976893033
Adams-Normandie,34.07807700532026,-118.301202,Amalia's Restaurant,577fe989498efd9352522219,,Latin American Restaurant,4210 Beverly Blvd,"Los Angeles, CA 90004",34.0759151,-118.3008845
Adams-Normandie,34.07807700532026,-118.301202,Piara Pizza,4db9b9bafa8c978590d708b2,,Pizza Place,318 N Normandie Ave (beverly),"Los Angeles, CA 90004",34.076806,-118.30018569783117
Adams-Normandie,34.07807700532026,-118.301202,La Nueva Flor Blanca,4bfeff38369476b096348d1f,,Latin American Restaurant,4271 Beverly Blvd,"Los Angeles, CA 90004",34.07643270121755,-118.30173847037506
Adams-Normandie,34.07807700532026,-118.301202,Yoshinoya,5b1052a6b9b37b002cabd0bb,,Japanese Restaurant,4202 Beverly Boulevard,"Los Angeles, CA 90004",34.076147081815876,-118.30062108465093
Adams-Normandie,34.07807700532026,-118.301202,Gospel House,5026c6b5e4b0c75a1599e137,,Café,"Los Angeles, CA 90004",United States,34.0763455207326,-118.30166425730421
Adams-Normandie,34.07807700532026,-118.301202,Subway,4c2fe4c8213c2d7ff5bb315d,,Sandwich Place,4206 Beverly Blvd,"Los Angeles, CA 90004",34.076239661008366,-118.30076828445735
Adams-Normandie,34.07807700532026,-118.301202,Kind People Kimchi,5bc0ef7a968f31002cc007fd,,Korean Restaurant,4220 Beverly Blvd,"Los Angeles, CA 90004",34.075893,-118.300946
Adams-Normandie,34.07807700532026,-118.301202,Kalye Hits,56809544498ec3e89992be76,,Fast Food Restaurant,4161 Beverly Blvd,"Los Angeles, CA 90004",34.076604056265296,-118.2999402214613
Adams-Normandie,34.07807700532026,-118.301202,Gaju Sushi,4c450401f0bdd13af577cacc,,Sushi Restaurant,"Los Angeles, CA 90004",United States,34.07669505,-118.303296
Adams-Normandie,34.07807700532026,-118.301202,Island Seafood Restaurant,4c95990f58d4b60cee3b3429,,Seafood Restaurant,4356 Beverly Blvd,"Los Angeles, CA 90004",34.07615259542821,-118.30382563483809
Adams-Normandie,34.07807700532026,-118.301202,Moana Hawaiian BBQ,4aa857f2f964a520ea5020e3,,Hawaiian Restaurant,4220 Beverly Blvd,"Los Angeles, CA 90004",34.07608116759415,-118.30121326948466
Adams-Normandie,34.07807700532026,-118.301202,Cactus Mexican Food,49e8c872f964a5207c651fe3,,Mexican Restaurant,4370 Beverly Blvd,"Los Angeles, CA 90004",34.076194025419746,-118.30414738836313
Adams-Normandie,34.07807700532026,-118.301202,Full Service Coffee,5b992c01c824ae002c34ac5d,,Coffee Shop,"Los Angeles, CA 90004",United States,34.07626,-118.305719
Adams-Normandie,34.07807700532026,-118.301202,Ocha Classic 2,4d2784db068e8cfa899abb4c,,Thai Restaurant,3960 Beverly Blvd,"Los Angeles, CA 90004",34.076097967973865,-118.29526849119328
Adams-Normandie,34.07807700532026,-118.301202,Sulga Jinju Gom Tang House of Beef Soup,57f060b8498e407ba15fb026,,Korean Restaurant,4451 Beverly Blvd,"Los Angeles, CA 90004",34.076378,-118.30556
Adams-Normandie,34.07807700532026,-118.301202,Don Bartolo's Restaurante Y Pupuseria,4e349666fa7656ba31684715,,Mexican Restaurant,4021 Beverly Blvd,"Los Angeles, CA 90004",34.07641856947408,-118.29639504645894
Adams-Normandie,34.07807700532026,-118.301202,Tomboloco,5a56dc5aacc5f56d83a0738e,,Peruvian Restaurant,4103 Beverly Blvd,"Los Angeles, CA 90004",34.076347,-118.29853
Adams-Normandie,34.07807700532026,-118.301202,Guatemalteca Bakery,4b685220f964a5207f712be3,,Restaurant,4032 Beverly Blvd (Kenmore),"Los Angeles, CA 90004",34.07630330516787,-118.29716769230474
Adams-Normandie,34.07807700532026,-118.301202,Khun Dom,4baec18bf964a5203ad53be3,,Thai Restaurant,4681 Melrose Ave,"Los Angeles, CA 90029",34.08362789204992,-118.3025486826886
Adams-Normandie,34.07807700532026,-118.301202,Atlacatl Restaurant,4b4945e8f964a520126c26e3,,Latin American Restaurant,301 N Berendo St,"Los Angeles, CA 90004",34.076502605716406,-118.2947072734834
Adams-Normandie,34.07807700532026,-118.301202,Beverly Chicken,50f771fce4b03a7116b075de,,Middle Eastern Restaurant,3909 Beverly Blvd (New Hampshire/Beverly),"Los Angeles, CA 90004",34.076488885548514,-118.29379490016314
Adams-Normandie,34.07807700532026,-118.301202,Noshi Sushi,4ac0250ef964a520f39320e3,,Sushi Restaurant,4430 Beverly Blvd (Hobart),"Los Angeles, CA 90004",34.07615937842398,-118.30537393699632
Adams-Normandie,34.07807700532026,-118.301202,Jaraguá,4c0d51d0b1b676b08968e086,,Cocktail Bar,4493 Beverly Blvd (at Serrano),"Los Angeles, CA 90004",34.07636413248048,-118.30664643469693
Adams-Normandie,34.07807700532026,-118.301202,Alegria Dental Center,4eebb723e5fafd5e7208fda2,,Dentist's Office,4214 Beverly Blvd Ste 209 (Normandie),"Los Angeles, CA 90004",34.07604590421549,-118.300785115384
Adams-Normandie,34.07807700532026,-118.301202,Western Dental & Orthodontics,4c4879b876d72d7faa84404d,,Dentist's Office,4165 Beverly Blvd. (S Normandie Ave),"Los Angeles, CA 90004",34.076494,-118.300061
Adams-Normandie,34.07807700532026,-118.301202,Laser Sculpture,4e737cc21fc7c4fd8806b67a,,Medical Center,4214 Beverly Blvd,"Los Angeles, CA 90004",34.07592120069358,-118.30095022916794
Adams-Normandie,34.07807700532026,-118.301202,Trinity Healh And Wellness Medical Group,51e6f8c1498ef7fb9d9fd91b,,Doctor's Office,7231 Santa Monica Blvd,"West Hollywood, CA 90046",34.076202,-118.304041
Adams-Normandie,34.07807700532026,-118.301202,Western Dental & Orthodontics,4e9de49149017c00c8b113ef,,Dentist's Office,4242 Beverly Blvd.,"Los Angeles, CA 90004",34.076058,-118.301534
Adams-Normandie,34.07807700532026,-118.301202,Templo Family Dentistry,4d138bd8ffa1224ba560a1ad,,Dentist's Office,California,United States,34.076031,-118.294718
Adams-Normandie,34.07807700532026,-118.301202,Beverly Cardiology Group,599b26e5747ecd268b110d44,,Doctor's Office,3919 Beverly Blvd #100 (N Berendo St),"Los Angeles, CA 90004",34.076424,-118.293993
Adams-Normandie,34.07807700532026,-118.301202,"Julio Guzman, M.D.",55b72657498ef933f00957e8,,Doctor's Office,4214 Beverly Blvd Ste 212,"Los Angeles, CA 90004",34.075949,-118.300961
Adams-Normandie,34.07807700532026,-118.301202,Cindy's Bar,4e29120a52b1c37d35c8cdb8,,Bar,4273 Beverly Blvd (Normandie),"Los Angeles, CA 90004",34.07640921110464,-118.301835518188
Adams-Normandie,34.07807700532026,-118.301202,Abba Room Karaoke,50863be1e4b0ba77dbde2a8a,,Lounge,"Los Angeles, CA 90004",United States,34.07585,-118.300791
Adams-Normandie,34.07807700532026,-118.301202,Soju Sam's,53353129498e3611758790ec,,Dive Bar,"Los Angeles, CA",United States,34.07557678222656,-118.30115509033203
Adams-Normandie,34.07807700532026,-118.301202,Cruella,529231d211d2c6e3b284fa3d,,Dive Bar,"Los Angeles, CA 90004",United States,34.076228622537094,-118.30039121265885
